Supplier Name,Phone Number,Category,URL,Main Image,Gallery,Real Phone,Website,Google Reviews Link,Google Image,Google Rating,Reviews Count,Address
אגם לימוזין,050-7530046,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אגם_לימוזין_1785578229_1.jpg,,050-7530046,https://instagram.com/agam_limozin?igshid=ZDdkNTZiNTM=,,,5,4,"ראשון לציון, ישראל"
בוריס הסעות,052-3440542,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\בוריס_הסעות_1785578239_1.jpg,,052-3440542,https://www.facebook.com/boris.eligulashvili.5?mibextid=ZbWKwL,,,5,1,"יהושע רבינוביץ 11, חולון, ישראל"
קובי אופק טיולים והסעות,053-3969494,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קובי_אופק_טיולים_והסעות_1785578248_1.jpg,,053-3969494,,,,5,0,"ראשון לציון, ישראל"
אקספרס בוס,054-3554424,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אקספרס_בוס_1785578258_1.jpg,,054-3554424,https://www.instagram.com/express_bus_/,,,5,22,"תל אביב יפו, ישראל"
טופ הסעות,077-6052800,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\טופ_הסעות_1785578269_1.jpg,,077-6052800,https://www.top-bus.co.il,,,5,5,"הנגר 24, הוד השרון, ישראל"
האמר לימוזינה מפואר לחתונה | Hummer Limousine,054-8040323,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\האמר_לימוזינה_מפואר_לחתונה___Hummer_Limousine_1785578278_1.jpg,,054-8040323,,,,5,7,סלעית
סהר לימוזין,055-9991888,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\סהר_לימוזין_1785578287_1.jpg,,055-9991888,https://slimo.co.il/,,,5,3,"תמר 4, חולון, ישראל"
שלומי לימוזין הסעות,054-2131121,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שלומי_לימוזין_הסעות_1785578296_1.jpg,,054-2131121,https://Limozinvio,,,5,3,"המתמיד 44, ראש העין, ישראל"
יואב הסעות,050-9444443,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\יואב_הסעות_1785578305_1.jpg,,050-9444443,http://lp.vp4.me/rh5n,,,5,1,"קריית אונו, ישראל"
"הסעות פרידמן בע""מ",052-8650379,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הסעות_פרידמן_בע_מ_1785578313_1.jpg,,052-8650379,http://friedman-tours.com/,,,5,1,"כרכור, פרדס חנה כרכור, ישראל"
הסעות מסיעי סיונוב דוד בעמ,053-7527676,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הסעות_מסיעי_סיונוב_דוד_בעמ_1785578325_1.jpg,,053-7527676,http://www.siyonovdavid.com/,,,5,1,"דבורה הנביאה 5, חולון, ישראל"
iBus הסעות ומוניות גדולות,054-5935773,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\iBus_הסעות_ומוניות_גדולות_1785578334_1.jpg,,054-5935773,http://www.ibus.co.il,,,5,1,"כפר קאסם, ישראל"
"סמארטבאס פתרונות תחבורה בע""מ",073-7884447,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\סמארטבאס_פתרונות_תחבורה_בע_מ_1785578342_1.jpg,,073-7884447,https://smartbus.co.il/,,,5,8,"יד חרוצים 4, ירושלים"
הסעות דרך השלום,054-2355205,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הסעות_דרך_השלום_1785578352_1.jpg,,054-2355205,https://asaotderechs,,,5,0,"עמק חפר 92, נתניה, ישראל"
רוני לימוזין,054-4332222,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\רוני_לימוזין_1785578361_1.jpg,,054-4332222,http://www.limozin4u.co.il/,,,5.0,3,"חיפה, ישראל"
מיצויוסי הסעות,02-5381555,הסעות,,,,02-5381555,http://www.mitsuyosi.co.il,,,5,3,מרכז ספיר 4/6 ירושלים
My Way - שירותי הסעות,052-6247267,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\My_Way_-_שירותי_הסעות_1785578380_1.jpg,,052-6247267,,,,5,34,"תל אביב יפו, ישראל"
כנפי יונה,053-9419173,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\כנפי_יונה_1785578390_1.jpg,,053-9419173,http://www.kanfei-yona.co.il/,,,5.0,1,"ירושלים, ישראל"
LIMOS,035-3279010,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\LIMOS_1785578399_1.jpg,,035-3279010,www.limos.co.il,,,5,8,"הנשיא 10, גבעת שמואל"
חנן מסיעי מעלה אדומים,02-6728002,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\חנן_מסיעי_מעלה_אדומים_1785578409_1.jpg,,02-6728002,http://www.hanan-transport.co.il,,,5.0,0,מעלה אדומים
הסעות – ציר תיור ונופש,02-5322240,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הסעות___ציר_תיור_ונופש_1785578418_1.jpg,,02-5322240,,,,5,1,"זוננפלד 12, בית ישראל"
אלמוג היסעים,050-5320939,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלמוג_היסעים_1785578430_1.jpg,,050-5320939,,,,5.0,1,"ירושלים, ישראל"
V.I.P.LIMO,050-3310700,הסעות,,,,050-3310700,http://www.viplimo.co.il,,,1,2,כל הארץ
הסעות נתיבי חיים,052-2300260,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הסעות_נתיבי_חיים_1785578448_1.jpg,,052-2300260,http://www.nh2300260.co.il/,,,5.0,1,"ירושלים, ישראל"
"א.ל הסעות מנחמיה בע""מ",04-6709481,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\א_ל_הסעות_מנחמיה_בע_מ_1785578456_1.jpg,,04-6709481,אשר,,,5.0,1,"מנחמיה, ישראל"
הסעות VIP,050-7175730,הסעות,,,,050-7175730,http://hamer1000.dum.co.il,,,5,1,
בן יהודה הסעות,03-5663107,הסעות,,,,03-5663107,http://www.lsbo.co.il/php/transport.php,,,5,1,"ת""א/לונדון"
לימוסרוויס- שירותי לימוזינה,054-4780735,הסעות,,,,054-4780735,http://www.limos-service.com,,,1,1,
vip express,050-2469996,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\vip_express_1785578492_1.jpg,,050-2469996,http://www.vipexpress.co.il/,,,5.0,1,"תל אביב יפו, ישראל"
קלאסיק לימוזין - השכרת לימוזינה ורכבי יוקרה לחתונה,050-7429910,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קלאסיק_לימוזין_-_השכרת_לימוזינה_ורכבי_יוקרה_לחתונה_1785578500_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קלאסיק_לימוזין_-_השכרת_לימוזינה_ורכבי_יוקרה_לחתונה_1785578501_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קלאסיק_לימוזין_-_השכרת_לימוזינה_ורכבי_יוקרה_לחתונה_1785578503_3.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קלאסיק_לימוזין_-_השכרת_לימוזינה_ורכבי_יוקרה_לחתונה_1785578504_4.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קלאסיק_לימוזין_-_השכרת_לימוזינה_ורכבי_יוקרה_לחתונה_1785578505_5.jpg,050-7429910,http://www.classiclimo.co.il/,,,4,47,תל אביב
ParKing Valet Service,050-9225588,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ParKing_Valet_Service_1785578510_1.jpg,,050-9225588,,,,5,0,"תל אביב יפו, ישראל"
נתיבי השרון הסעים,054-9920081,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\נתיבי_השרון_הסעים_1785578518_1.jpg,,054-9920081,,,,5,0,"הנבל 5, קדימה צורן, ישראל"
אגד היסעים,054-8680800,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אגד_היסעים_1785578532_1.jpg,,054-8680800,,,,5.0,0,"קרית חיים, חיפה, ישראל"
Aviv'S-lineLimo השכרת רכבי יוקרה לאירועים,052-8557706,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Aviv_S-lineLimo_השכרת_רכבי_יוקרה_לאירועים_1785578542_1.jpg,,052-8557706,www.facebook.com/avivslinelimo,,,5,0,"פתחיה, פתחיה"
GOLD הפקות אירועים,055-8811755,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\GOLD_הפקות_אירועים_1785578550_1.jpg,,055-8811755,https://www.facebook.com/GoldHpqwtyrwym?fref=ts,,,5,0,"בנימין שמוטקין 21, ראשון לציון"
איזיבאס,050-4310042,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\איזיבאס_1785578559_1.jpg,,050-4310042,http://www.ezbus.co.il/,,,5,0,"התאנה 10, חולון"
LimoDream-שרותי לימוזינה-לימודרים,050-6418040,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\LimoDream-שרותי_לימוזינה-לימודרים_1785578567_1.jpg,,050-6418040,,,,5,0,"קריית גת, ישראל"
"אבירם פתרונות תחבורה בע""מ",09-9582258,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אבירם_פתרונות_תחבורה_בע_מ_1785578576_1.jpg,,09-9582258,https://www.aviram30000.com/,,,5,0,"רביבים 8, הרצליה, ישראל"
Royal-Car  השכרת רכב פאר לאירועים,050-5555053,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Royal-Car__השכרת_רכב_פאר_לאירועים_1785578585_1.jpg,,050-5555053,http://www.royal-car.co.il/,,,5.0,0,
אברהם הסעות וטיולים - חברת הסעות,052-2454963,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אברהם_הסעות_וטיולים_-_חברת_הסעות_1785578593_1.jpg,,052-2454963,http://www.avraham-tours.co.il,,,5,0,דוד רמז 38
עידו הסעות,077-7277967,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עידו_הסעות_1785578602_1.jpg,,077-7277967,http://www.pata.co.il/,,,5,0,1 השיטה
תבל פתרונות,052-6996399,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\תבל_פתרונות_1785578610_1.jpg,,052-6996399,,,,5,0,"כ""ח באייר, חדרה, ישראל"
Vita tours ויטה טורס,054-9282529,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Vita_tours_ויטה_טורס_1785578621_1.jpg,,054-9282529,,,,5,0,"שדרות טרומפלדור 56, חיפה, ישראל"
לימוואן שרותי תחבורה מפוארים,077-4426062,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\לימוואן_שרותי_תחבורה_מפוארים_1785578629_1.jpg,,077-4426062,http://lemovan.co.il,,,5,0,"בן יהודה, תל אביב יפו, ישראל"
הסעות דרכים ישרות,050-8487431,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הסעות_דרכים_ישרות_1785578638_1.jpg,,050-8487431,,,,5,0,"רוטמן, חדרה, ישראל"
סנטר-בוס הסעות,053-5437239,הסעות,,,,053-5437239,http://www.center-bus.com/,,,5,0,"נתיבות המשפט 6, מודיעין עילית"
הסעות vip בית שאן,050-6887388,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הסעות_vip_בית_שאן_1785578656_1.jpg,,050-6887388,,,,5,0,"עדולם, בית שאן, ישראל"
טרפיק הסעות,073-3911290,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\טרפיק_הסעות_1785578665_1.jpg,,073-3911290,,,,5,0,"הפלדה 12, בת ים, ישראל"
רפאל הסעות וטיולים,050-9588898,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\רפאל_הסעות_וטיולים_1785578673_1.jpg,,050-9588898,,,,5,0,"קרן היסוד, בת ים, ישראל"
"המוביל שירותי הסעות ומוניות בע""מ",03-9131212,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\המוביל_שירותי_הסעות_ומוניות_בע_מ_1785578682_1.jpg,,03-9131212,https://www.hamovil.net/index.php,,,5,0,"יצחק גולדברג 1, פתח תקווה, ישראל"
Meeting Point,058-5001421,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Meeting_Point_1785578692_1.jpg,,058-5001421,http://meetingpointweddings.com,,,5,0,"פתח תקווה, ישראל"
מילה,052-4485458,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מילה_1785578701_1.jpg,,052-4485458,,,,5,0,"חריש, ישראל"
חושן קאר,039-4622240,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\חושן_קאר_1785578711_1.jpg,,039-4622240,http://www.hoshencar.co.il,,,5,0,"הרב יעקב לנדא 6, בני ברק, ישראל"
הסעות Berama ברמה,052-4630530,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הסעות_Berama_ברמה_1785578720_1.jpg,,052-4630530,,,,5,0,"ראש העין, ישראל"
כלנית הסעות,052-7443695,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\כלנית_הסעות_1785578728_1.jpg,,052-7443695,https://www.kalanitours.co.il/,,,5,0,"דרך השלום 31, באר שבע, ישראל"
"מטרומקס בע""מ",03-3732006,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מטרומקס_בע_מ_1785578738_1.jpg,,03-3732006,http://Metromax.co.il,,,5,0,"העבודה 11, ראש העין, ישראל"
שטרנברג טורס,058-7300777,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שטרנברג_טורס_1785578747_1.jpg,,058-7300777,,,,5,0,"רבי ישראל אבוחצירא, בני ברק, ישראל"
שרמפ,052-2116151,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שרמפ_1785578755_1.jpg,,052-2116151,,,,5,0,"הארבעה, תל אביב-יפו, ישראל"
aniway,03-5588555,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\aniway_1785578764_1.jpg,,03-5588555,http://ride.aniway.co.il,,,5,0,"השילוח 9, פתח תקווה, ישראל"
מטיילי אמיר,050-2331644,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מטיילי_אמיר_1785578773_1.jpg,,050-2331644,,,,5,0,"חיפה, ישראל"
טסלה לחתונה,054-6249914,הסעות,,,,054-6249914,,,,5,0,"גלעד 6, אשקלון, ישראל"
דניבוס הסעות וטיולים,050-2725722,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\דניבוס_הסעות_וטיולים_1785578796_1.jpg,,050-2725722,https://danibus.co.il/,,,5,0,"הרשב""א, ראשון לציון, ישראל"
קלאס הסעות vip,050-6561610,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קלאס_הסעות_vip_1785578805_1.jpg,,050-6561610,,,,5,0,"גבעת שמואל, ישראל"
סאני וי אי פי הסעות,050-3092965,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\סאני_וי_אי_פי_הסעות_1785578814_1.jpg,,050-3092965,http://www.sunnyvip.co.il,,,5,0,"ארלוזורוב 117, חולון, ישראל"
Ride To Forever,050-6308792,הסעות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Ride_To_Forever_1785578822_1.jpg,,050-6308792,https://www.instagram.com/ridetoforever_,,,5,0,"באר שבע, ישראל"
NOISE PRODUCTION | נויז פרודקשן,03-3819305,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\NOISE_PRODUCTION___נויז_פרודקשן_1785580190_1.jpg,,03-3819305,https://ttttomer85.wixsite.com/aon-sound,,,5,21,"רחובות, ישראל"
שירותים מפוארים לאירועים,052-5863838,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שירותים_מפוארים_לאירועים_1785580199_1.jpg,,052-5863838,http://sherutimtonature.co.il/,,,5,3,"שדרות האמירים, קציר, ישראל"
אסקול הגברה ותאורה,052-5522415,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אסקול_הגברה_ותאורה_1785580210_1.jpg,,052-5522415,www.askol.co.il,,,5,2,"עפולה, ישראל"
Papi sound,054-3009980,אטרקציות,,,,054-3009980,https://www.instagram.com/papi_sound/profilecard/?igsh=ZTJuczE5em14cTE0,,,5,2,"אור עקיבא, ישראל"
רנטליין,077-5030605,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\רנטליין_1785580228_1.jpg,,077-5030605,https://www.rentline.co.il/,,,5,66,האלוף דוד מרכוס 10
סאונד קורן,052-2662019,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\סאונד_קורן_1785580238_1.jpg,,052-2662019,http://www.soundkorn.co.il,,,5,23,"שדרות ההסתדרות 233, חיפה, ישראל"
אבי שושן החוויה,050-6961096,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אבי_שושן_החוויה_1785580248_1.jpg,,050-6961096,http://www.matznenim.com,,,2,9,"המלאכה 6, ראש העין"
פורשור מומחים לשירותים ניידים,058-4355599,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\פורשור_מומחים_לשירותים_ניידים_1785580258_1.jpg,,058-4355599,https://toilet.co.il/,,,5,8,"האשל, קיסריה, ישראל"
השכרת שטיחים פרסיים,050-9228400,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\השכרת_שטיחים_פרסיים_1785580267_1.jpg,,050-9228400,https://www.rugsrentalwedding.com/,,,5,31,"רמת ישי, ישראל"
הסעות בנתניה – משי הסעות,050-5493440,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הסעות_בנתניה___משי_הסעות_1785580279_1.jpg,,050-5493440,http://meshi-tours.co.il,,,5,1,"חטיבת אלכסנדרוני, נתניה"
FunPro,054-9533534,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\FunPro_1785580289_1.jpg,,054-9533534,https://www.instagram.com/funprosound?igsh=MXgzNHc1djdkYWFraw%3D%3D&utm_source=qr,,,5,3,"בית לחם הגלילית, ישראל"
"פג-חום.אביב בע""מ",050-8336669,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\פג-חום_אביב_בע_מ_1785580299_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\פג-חום_אביב_בע_מ_1785580300_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\פג-חום_אביב_בע_מ_1785580302_3.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\פג-חום_אביב_בע_מ_1785580303_4.jpg,050-8336669,http://www.pha.co.il,,,4,18,"תל עדשים, ישראל"
"מר גן מערכות אוורור וחימום בע""מ",050-4734037,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מר_גן_מערכות_אוורור_וחימום_בע_מ_1785580308_1.jpg,,050-4734037,http://www.mrgan.co.il,,,4,24,כניסה מערבית אורנית - בתאום מראש
עידנס,052-5602602,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עידנס_1785580317_1.jpg,,052-5602602,https://www.idans.co.il/,,,5,2,"כלנית 81, חגור, ישראל"
BTM מערכות קול ותאורה,054-5932841,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\BTM_מערכות_קול_ותאורה_1785580325_1.jpg,,054-5932841,https://www.facebook.com/profile.php?id=100005082786348,,,5,2,"משגב 17, כרמיאל, ישראל"
עדן ציוד לאירועים,050-9909070,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עדן_ציוד_לאירועים_1785580337_1.jpg,,050-9909070,https://www.instagram.com/eden_s_events,,,5,2,"אור עקיבא, ישראל"
דור דוד ציוד לאירועים,055-9541555,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\דור_דוד_ציוד_לאירועים_1785580348_1.jpg,,055-9541555,http://www.dordavid.co.il,,,5,4,"מושב אחיטוב, ישראל"
רונן הוכמן - ציוד לאירועים,09-9557523,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\רונן_הוכמן_-_ציוד_לאירועים_1785580357_1.jpg,,09-9557523,http://www.ronenh.co.il,,,4,4,"רחוב השקד משק 19,  מושב רשפון"
אביב אירועים - השכרת ציוד לאירועים,08-8660385,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אביב_אירועים_-_השכרת_ציוד_לאירועים_1785580366_1.jpg,,08-8660385,www.avivevents.co.il,,,5,2,אמונים
vipure/ שרותיון,058-7077900,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\vipure__שרותיון_1785580375_1.jpg,,058-7077900,http://www.vipure.co.il/,,,5.0,1,מבוא חורון
השכרת ציוד לאירועים - שון אירועים,09-8997817,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\השכרת_ציוד_לאירועים_-_שון_אירועים_1785580385_1.jpg,,09-8997817,http://www.seanevents.co.il//sales.asp,,,5.0,5,"קדימה צורן, ישראל"
טאצ' מאהל וויברשיין,050-3131205,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\טאצ__מאהל_וויברשיין_1785580393_1.jpg,,050-3131205,https://www.touchmahalvibration.com/,,,5,2,"תל אביב, ישראל"
אותיות מוארות לחתונה ואירועים מיוחדים Big Love Letters,058-5120584,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אותיות_מוארות_לחתונה_ואירועים_מיוחדים_Big_Love_Letters_1785580401_1.jpg,,058-5120584,http://otiot.co/,,,5,5,"עדולם 16, תל אביב יפו, ישראל"
החוף הפקת אירועים,054-3544325,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\החוף_הפקת_אירועים_1785580443_1.jpg,,054-3544325,www.thebeach.co.il,,,5,1,"קיסריה, קיסריה"
בסט רנט - השכרת ציוד לאירועים,050-5050404,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\בסט_רנט_-_השכרת_ציוד_לאירועים_1785580459_1.jpg,,050-5050404,http://www.bestrent.co.il,,,5,3,הסיבים 18
אספניה,054-4780426,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אספניה_1785580471_1.jpg,,054-4780426,,,,5.0,3,"מושבת כנרת, כינרת, ישראל"
UGM-השכרת ציוד ומכירת דקורציה לעיצוב אירועים,052-5202225,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\UGM-השכרת_ציוד_ומכירת_דקורציה_לעיצוב_אירועים_1785580480_1.jpg,,052-5202225,http://www.marshansky.com,,,1,2,"גבעת ברנר, ישראל"
"גיא אייל ציוד לאירועים בע""מ",09-8665168,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\גיא_אייל_ציוד_לאירועים_בע_מ_1785580488_1.jpg,,09-8665168,https://www.guyayal.co.il/,,,5,3,"השכרת ציוד לאירועים - גיא אייל, החריש 9, ישראל"
טלאור עיצוב תאורה וגנרטורים,09-7483230,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\טלאור_עיצוב_תאורה_וגנרטורים_1785580496_1.jpg,,09-7483230,http://talor.co.il,,,3,3,הוד השרון
כלים שלובים השכרת ציוד לאירועים,04-6415161,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\כלים_שלובים_השכרת_ציוד_לאירועים_1785580505_1.jpg,,04-6415161,http://www.kelim-shluvim.co.il/,,,5.0,1,"נהלל, ישראל"
הרמוניה השכרת ציוד לאירועים,052-6745553,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הרמוניה_השכרת_ציוד_לאירועים_1785580513_1.jpg,,052-6745553,http://www.harmonia.co.il,,,1,1,מושב חצב
גיל טייכמן,054-4474111,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\גיל_טייכמן_1785580521_1.jpg,,054-4474111,http://www.gil-teichman.com/hebrew/default.aspx,,,4,4,"נתיבות, הרצליה, ישראל"
מטריקס הגברה ותאורה לאירועים,052-2693159,אטרקציות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מטריקס_הגברה_ותאורה_לאירועים_1785580532_1.jpg,,052-2693159,,,,4,12,ת.ד. 212 כפר יהושע
