Supplier Name,Phone Number,Category,URL,Main Image,Gallery,Real Phone,Website,Google Reviews Link,Google Image,Google Rating,Reviews Count,Address
תקליט | TAKLIT,,אטרקציות,https://engaged.co.il/המלצות/תקליט-2.html,,,0515955044,,0.0,0,
טאג-בוקס | Tagbox עמדת צילום לאירועים,,אטרקציות,https://engaged.co.il/המלצות/tagbox-טאגבוקס-עמדות-צילום-לאירועים.html,,,073-374-4314,https://www.tagbox.co.il,0.0,0,"שמואל תמיר 45, תל אביב-יפו"
ממורה | Memora לכל תמונה יש כתובת,,אטרקציות,https://engaged.co.il/המלצות/ממורה.html,,,,https://memora.ai,0.0,0,
סאן פלוור לווור | San flower lover עמדת שזירת פרחים לאירועים,,אטרקציות,https://engaged.co.il/המלצות/סאן-פלוור-לווור.html,,,,,0.0,0,Ramat Gan
Say Love - עמדת צילום לאירועים | Say Love עמדת צילום ווינטג',,אטרקציות,https://engaged.co.il/המלצות/say-love-עמדת-צילום-לאירועים.html,,,0526372199,,0.0,0,"אליעזר מזל 4, קומה 1, ראשל""צ מערב"
הההההה,,אטרקציות,https://engaged.co.il/המלצות/הההההה.html,,,None,None,0.0,0,None
אורלי מעצבת בפרחים | אורלי בן שושן עמדות שזירה/ פרחים מרהיבו,,אטרקציות,https://engaged.co.il/המלצות/אורלי-מעצבת-בפרחים.html,,,0506794060,,0.0,0,ראשון לציון
הצלם | Hatzalam צילום ומגנטים לאירועים,,אטרקציות,https://engaged.co.il/המלצות/הצלם.html,,,053-4444-949,,0.0,0,"הערבה 18, מושב מגשימים"
טליס פלאוור | Tali's Flower עמדות שזירת פרחים,055-4547301,אטרקציות,https://engaged.co.il/המלצות/tali-s-flower.html,,,050-659-55-48,,0.0,0,"אליעזר מזל 4, קומה 1, ראשון לציון"
צייר לי כבשה קריקטורות+איורים לאירועים,,אטרקציות,https://engaged.co.il/המלצות/צייר-לי-כבשה.html,,,,,0.0,0,
קסם השמן | shaul samoelov מוצרים טבעיים ודקורטיביים,,אטרקציות,https://engaged.co.il/המלצות/קסם-השמן.html,,,050-6794003,,0.0,0,"פרידלנד צבי 6, תל אביב"
דונאט דרימס | DONUT DREAMS קיר דונאטס של השמחות,,אטרקציות,https://engaged.co.il/המלצות/קורל-נחמה.html,,,,,0.0,0,
פיקצ'ר | Pickture.ai סלפי אחד - וכל אורח מקבל,,אטרקציות,https://engaged.co.il/המלצות/פיקצר.html,,,,https://pickture.ai,0.0,0,Tel Aviv
סטורי בוקס | storybox עמדת צילום לאירועים,,אטרקציות,https://engaged.co.il/המלצות/סטורי-בוקס.html,,,055-5040309,https://storybox.co.il,0.0,0,"יגאל אלון, תל אביב יפו"
גט סמייל | Getsmile עמדת צילום לאירועים,,אטרקציות,https://engaged.co.il/המלצות/גט-סמייל.html,,,052-649-39-83,https://megasmile.co.il,0.0,0,
פירולייט אטרקציות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/פירולייט.html,,,0533402471,https://www.instagram.com/event_attractions,0.0,0,
White Event אטרקציות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/white-event.html,,,,,0.0,0,Ashqelon
וואם WEM,,אטרקציות,https://engaged.co.il/המלצות/וואם.html,,,,,0.0,0,
סמבו הפקות | Sambo מתופפים ושופרות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/סמבו-הפקות.html,,,054-3159101,,0.0,0,"נחלת בנימין 132, תל אביב"
טליה סי | Talia C מתנות חתונה ייחודיות,,אטרקציות,https://engaged.co.il/המלצות/טליה-סי.html,,,054-2275283,,0.0,0,Efrat
הרמיטאג האירוע שלכם היצירה שלנו,,אטרקציות,https://engaged.co.il/המלצות/הרמיטאג.html,,,,,0.0,3,"הפלדה 1, אור יהודה"
דודי וענבל | Dudy & Inbal Caricatures מי שלא מצטייר מצטער,,אטרקציות,https://engaged.co.il/המלצות/דודי-וענבל.html,,,+972 54-457-1346,,0.0,0,
צייר קריקטורות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/צייר-קריקטורות-לחתונה.html,,,055-432-2440,...,0.0,0,...
מאר ג׳רז עוגות בצנצנות | Mar Jarz,,אטרקציות,https://engaged.co.il/המלצות/מאר-ג׳רז-עוגות-בצנצנות.html,,,,,0.0,0,Tel Aviv
מדבקה לרצפת הרחבה,077-7299539,אטרקציות,https://engaged.co.il/המלצות/דפוס-האירועים.html,,,077-7299539,,0.0,0,
פרי דידי | Didis_fruit פרידידי- פירות לאירועים,,אטרקציות,https://engaged.co.il/המלצות/פרי-דידי.html,,,0548850347,,0.0,0,ראשון לציון
מייסלף | Myself עמדת צילום,,אטרקציות,https://engaged.co.il/המלצות/מייסלף.html,,,055-5623901,,0.0,0,
סיגרים לכל כיס | Low Budget Cigars,,אטרקציות,https://engaged.co.il/המלצות/סיגרים-לכל-כיס.html,,,052-4089955,,0.0,0,"חרמון 7, שוהם"
אולם פרחים | Olam Haprahim,,אטרקציות,https://engaged.co.il/המלצות/אולם-פרחים.html,,,,,0.0,0,"אליעזר מזל 4 קומה 1 ראשל""צ מערב"
מגנטים HITI מגנטים לחתונה,055-4547294,אטרקציות,https://engaged.co.il/המלצות/מגנטים-hiti.html,,,055-4547294,https://www.facebook.com/people/%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D-%D7%94%D7%99%D7%98%D7%99-HITI-Magnet/100063499426966/,0.0,0,נתניה
סטודיו ספיר אפרת עמדות איפור וציור גוף,,אטרקציות,https://engaged.co.il/המלצות/סטודיו-ספיר-אפרת.html,,,050-572-0709,https://www.facebook.com/sapirefrat.studio,0.0,0,מושב ישרש
יהונתן - ציורי חתונה | Jonathan Art צייר חתונות בלייב,,אטרקציות,https://engaged.co.il/המלצות/יהונתן-ציורי-חתונה.html,,,,,0.0,0,
סיאלו | Cielo lighting גשרי תאורה לכל אירוע,,אטרקציות,https://engaged.co.il/המלצות/סיאלו.html,,,0528619024,,0.0,0,איזור תל אביב
יהודה אוr | yehuda or צילום מקצועי לאירועים,,אטרקציות,https://engaged.co.il/המלצות/יהודה-אוr.html,,,,,0.0,0,
מושיקו אסרף | Moshe Asraf מגנטים ואטרקציות,,אטרקציות,https://engaged.co.il/המלצות/מומגנט.html,,,052-464-6865,,0.0,0,Haifa
ERA Production | ERA Production,,אטרקציות,https://engaged.co.il/המלצות/era-production.html,,,,,0.0,0,Netanya
שאהבה נפשי מארזים לאירועים,,אטרקציות,https://engaged.co.il/המלצות/שאהבה-נפשי.html,,,055-7794709,,0.0,0,פתח תקווה
Eventesize - אירועים | Eventesize שירות אלבום תמונות אישי,,אטרקציות,https://engaged.co.il/המלצות/eventesize-אירועים.html,,,,https://www.instagram.com/eventesize,0.0,0,כל הארץ
טריו פולארויד | T.R.I.O Polaroid מתעדים רגעים חד פעמיים,,אטרקציות,https://engaged.co.il/המלצות/טריו-פולארויד.html,,,054-4635600,https://www.instagram.com/trio.polaroid,0.0,0,
קיאק פירות בחתונה קיאקי פירות איכותיים 🍍,,אטרקציות,https://engaged.co.il/המלצות/קיאק-בחתונה.html,,,055-99-23456,,0.0,0,
פוקוס צילום אירועים | Focus,,אטרקציות,https://engaged.co.il/המלצות/ספיר-משה.html,,,054-3380898,http://focusphoto.co.il,0.0,0,"ההגנה 24, נהריה"
גילי גלעדי | Gili Giladi אטרקציות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/גילי-גלעדי.html,,,050-5320771,,0.0,0,גן יבנה
